"round","investment","la","lb","lc","ld","le","lf","lg","lh","payoff","n","b","exolinks","star","core","session","group","role","bet","totalearnings","treatment","topinfo1","topinfo2","topinfo3"
49,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
47,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
44,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
50,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
51,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
43,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
55,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
67,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
65,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
58,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
56,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
57,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
54,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
59,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
63,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
62,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
61,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
60,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
66,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
64,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
36,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
35,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
34,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
29,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",3,2,0
31,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
38,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
39,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",3,2,0
33,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
41,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
37,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
30,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
28,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
40,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
32,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
70,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
72,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
74,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
71,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
69,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
73,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
68,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
75,2,0,0,0,0,0,0,0,0,174,4,66,1,0,0,11,4,"d",600,57.7000007629395,"n4b66EXO",2,0,0
71,0,0,0,0,1,0,0,0,0,-70,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
72,0,0,0,0,1,0,0,0,0,22,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,1,0
74,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,1,0
69,0,0,0,0,1,0,0,0,0,22,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,1,0
68,0,0,0,0,1,0,0,0,0,-70,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",1,0,0
73,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,1,0
70,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
42,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
47,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
46,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
43,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
53,0,0,0,0,1,0,0,0,0,22,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",1,0,0
52,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
44,0,0,0,0,1,0,0,0,0,107,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",3,0,0
41,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
45,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
50,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
51,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
48,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
49,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
7,2,0,1,0,0,0,0,0,0,16,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,1,0
2,1,0,1,0,0,0,0,0,0,52,4,66,1,0,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,1,0
1,1,0,0,0,0,0,0,0,0,103,4,66,1,0,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,1,0
12,1,0,0,0,0,0,0,0,0,37,4,66,1,0,0,11,5,"a",300,25.8999996185303,"n4b66EXO",1,0,0
6,1,0,1,0,0,0,0,0,0,52,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,1,0
5,0,0,1,0,0,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,1,0
10,0,0,1,0,0,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
13,2,0,0,0,0,0,0,0,0,174,4,66,1,0,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,1,0
9,1,0,1,0,0,0,0,0,0,52,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,1,0
4,2,0,1,0,0,0,0,0,0,16,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
8,1,0,1,0,0,0,0,0,0,52,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,1,0
11,0,0,1,0,0,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
3,2,0,1,0,0,0,0,0,0,16,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
14,1,0,1,0,0,0,0,0,0,184,4,66,1,0,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,1,0
26,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
19,1,0,0,0,1,0,0,0,0,52,4,66,1,0,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,1,0
16,0,0,1,0,0,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,1,0
15,1,0,1,0,0,0,0,0,0,52,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,1,0
25,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
21,1,0,0,0,1,0,0,0,0,27,4,66,1,0,0,11,5,"a",300,25.8999996185303,"n4b66EXO",1,0,0
20,0,0,1,0,0,0,0,0,0,107,4,66,1,0,0,11,5,"a",300,25.8999996185303,"n4b66EXO",3,2,0
18,1,0,0,0,0,0,0,0,0,37,4,66,1,0,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,1,0
24,0,0,0,0,1,0,0,0,0,82,4,66,1,0,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
27,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
23,0,0,0,0,1,0,0,0,0,82,4,66,1,0,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
22,0,0,0,0,1,0,0,0,0,82,4,66,1,0,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
17,0,0,1,0,0,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,1,0
33,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
31,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
34,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
39,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
35,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
40,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
32,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
28,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
36,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
30,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
37,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
38,0,0,0,0,1,0,0,0,0,126,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",4,0,0
29,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
62,2,0,0,0,1,0,0,0,0,-3,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,1,0
58,0,0,0,0,1,0,0,0,0,22,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",1,0,0
61,1,0,0,0,1,0,0,0,0,27,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",1,0,0
66,1,0,0,0,1,0,0,0,0,-33,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",1,0,0
56,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
57,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
65,0,0,0,0,1,0,0,0,0,22,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",1,0,0
63,1,0,0,0,1,0,0,0,0,52,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,1,0
54,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
60,0,0,0,0,1,0,0,0,0,22,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",1,0,0
64,0,0,0,0,1,0,0,0,0,22,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",1,0,0
67,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
55,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",2,0,0
59,0,0,0,0,1,0,0,0,0,22,4,66,1,1,0,11,5,"a",300,25.8999996185303,"n4b66EXO",1,0,0
57,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
62,1,0,0,0,1,0,0,0,0,27,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,1,0
56,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
67,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
61,1,0,0,0,1,0,0,0,0,27,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",1,0,0
66,1,0,0,0,1,0,0,0,0,-33,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",1,0,0
54,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
59,1,0,0,0,1,0,0,0,0,27,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",1,0,0
58,0,0,0,0,1,0,0,0,0,22,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",1,0,0
65,0,0,0,0,1,0,0,0,0,22,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",1,0,0
60,0,0,0,0,1,0,0,0,0,22,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",1,0,0
64,0,0,0,0,1,0,0,0,0,22,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",1,0,0
55,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
13,2,0,0,0,0,0,0,0,0,42,4,66,1,0,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,1,0
5,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,5,"b",600,29.7000007629395,"n4b66EXO",2,1,0
1,0,0,0,0,0,0,0,0,0,0,4,66,1,0,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,1,0
2,2,0,0,0,0,0,0,0,0,174,4,66,1,0,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,1,0
8,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,5,"b",600,29.7000007629395,"n4b66EXO",2,1,0
6,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,5,"b",600,29.7000007629395,"n4b66EXO",2,1,0
11,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
3,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
7,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,5,"b",600,29.7000007629395,"n4b66EXO",2,1,0
9,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,5,"b",600,29.7000007629395,"n4b66EXO",2,1,0
4,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
12,0,0,0,0,0,0,0,0,0,132,4,66,1,0,0,11,5,"b",600,29.7000007629395,"n4b66EXO",1,0,0
10,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
68,0,0,0,0,1,0,0,0,0,-70,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",1,0,0
71,0,0,0,0,1,0,0,0,0,-70,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
70,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
72,1,0,0,0,1,0,0,0,0,27,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,1,0
69,2,0,0,0,1,0,0,0,0,-3,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,1,0
75,0,0,0,0,0,0,0,0,0,0,4,66,1,0,0,11,5,"b",600,29.7000007629395,"n4b66EXO",1,0,0
74,1,0,0,0,1,0,0,0,0,52,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,1,0
73,1,0,0,0,1,0,0,0,0,52,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,1,0
44,0,0,0,0,1,0,0,0,0,107,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",3,0,0
46,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
50,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
52,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
53,0,0,0,0,1,0,0,0,0,22,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",1,0,0
49,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
42,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
43,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
51,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
48,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
41,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
45,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
47,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
29,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
34,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
33,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
40,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
32,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
38,0,0,0,0,1,0,0,0,0,126,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",4,0,0
28,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
31,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
37,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
30,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
39,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
35,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
36,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
20,3,0,0,0,0,0,0,0,0,144,4,66,1,0,0,11,5,"b",600,29.7000007629395,"n4b66EXO",3,2,0
14,2,0,0,0,0,0,0,0,0,108,4,66,1,0,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,1,0
24,2,0,0,0,0,0,0,0,0,42,4,66,1,0,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
22,2,0,0,0,0,0,0,0,0,42,4,66,1,0,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
23,2,0,0,0,0,0,0,0,0,42,4,66,1,0,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
18,2,0,0,0,0,0,0,0,0,108,4,66,1,0,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,1,0
17,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,5,"b",600,29.7000007629395,"n4b66EXO",2,1,0
16,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,5,"b",600,29.7000007629395,"n4b66EXO",2,1,0
15,2,0,0,0,0,0,0,0,0,240,4,66,1,1,1,11,5,"b",600,29.7000007629395,"n4b66EXO",2,1,0
19,2,0,0,0,0,0,0,0,0,108,4,66,1,0,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,1,0
25,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
21,0,0,0,0,1,0,0,0,0,88,4,66,1,0,0,11,5,"b",600,29.7000007629395,"n4b66EXO",1,0,0
26,2,0,0,0,1,0,0,0,0,16,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
27,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"b",600,29.7000007629395,"n4b66EXO",2,0,0
19,0,0,1,0,0,0,0,0,0,82,4,66,1,0,0,11,5,"c",200,21,"n4b66EXO",2,1,0
15,1,0,1,0,0,0,0,0,0,52,4,66,1,1,0,11,5,"c",200,21,"n4b66EXO",2,1,0
23,0,0,0,0,1,0,0,0,0,82,4,66,1,0,0,11,5,"c",200,21,"n4b66EXO",2,0,0
24,0,0,0,0,1,0,0,0,0,82,4,66,1,0,0,11,5,"c",200,21,"n4b66EXO",2,0,0
22,2,0,0,0,1,0,0,0,0,16,4,66,1,0,0,11,5,"c",200,21,"n4b66EXO",2,0,0
17,0,0,1,0,0,0,0,0,0,82,4,66,1,1,0,11,5,"c",200,21,"n4b66EXO",2,1,0
18,0,0,1,0,0,0,0,0,0,82,4,66,1,0,0,11,5,"c",200,21,"n4b66EXO",2,1,0
25,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"c",200,21,"n4b66EXO",2,0,0
16,0,0,1,0,0,0,0,0,0,82,4,66,1,1,0,11,5,"c",200,21,"n4b66EXO",2,1,0
20,0,0,1,0,0,0,0,0,0,107,4,66,1,0,0,11,5,"c",200,21,"n4b66EXO",3,2,0
21,0,0,1,0,0,0,0,0,0,-70,4,66,1,0,0,11,5,"c",200,21,"n4b66EXO",1,0,0
26,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"c",200,21,"n4b66EXO",2,0,0
68,1,0,0,0,1,0,0,0,0,-33,4,66,1,1,0,11,5,"c",200,21,"n4b66EXO",1,0,0
70,2,0,0,0,1,0,0,0,0,16,4,66,1,1,0,11,5,"c",200,21,"n4b66EXO",2,0,0
71,2,0,0,0,1,0,0,0,0,-28,4,66,1,1,0,11,5,"c",200,21,"n4b66EXO",2,0,0
75,1,0,0,0,1,0,0,0,0,-33,4,66,1,0,0,11,5,"c",200,21,"n4b66EXO",1,0,0
73,2,0,0,0,1,0,0,0,0,16,4,66,1,1,0,11,5,"c",200,21,"n4b66EXO",2,1,0
69,2,0,0,0,1,0,0,0,0,-3,4,66,1,1,0,11,5,"c",200,21,"n4b66EXO",2,1,0
72,2,0,0,0,1,0,0,0,0,-3,4,66,1,1,0,11,5,"c",200,21,"n4b66EXO",2,1,0
74,1,0,0,0,1,0,0,0,0,52,4,66,1,1,0,11,5,"c",200,21,"n4b66EXO",2,1,0
62,1,0,0,0,1,0,0,0,0,27,4,66,1,1,0,11,5,"c",200,21,"n4b66EXO",2,1,0
60,0,0,0,0,1,0,0,0,0,22,4,66,1,1,0,11,5,"c",200,21,"n4b66EXO",1,0,0
58,0,0,0,0,1,0,0,0,0,22,4,66,1,1,0,11,5,"c",200,21,"n4b66EXO",1,0,0
57,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"c",200,21,"n4b66EXO",2,0,0
55,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"c",200,21,"n4b66EXO",2,0,0
59,0,0,0,0,1,0,0,0,0,22,4,66,1,1,0,11,5,"c",200,21,"n4b66EXO",1,0,0
65,1,0,0,0,1,0,0,0,0,27,4,66,1,1,0,11,5,"c",200,21,"n4b66EXO",1,0,0
67,2,0,0,0,1,0,0,0,0,16,4,66,1,1,0,11,5,"c",200,21,"n4b66EXO",2,0,0
56,0,0,0,0,1,0,0,0,0,82,4,66,1,1,0,11,5,"c",200,21,"n4b66EXO",2,0,0
63,1,0,0,0,1,0,0,0,0,52,4,66,1,1,0,11,5,"c",200,21,"n4b66EXO",2,1,0
