"round","investment","la","lb","lc","ld","le","lf","lg","lh","payoff","n","b","exolinks","star","core","session","group","role","bet","totalearnings","treatment","topinfo1","topinfo2","topinfo3"
35,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"e",50,35.2000007629395,"n8b22",4,3,0
36,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"e",50,35.2000007629395,"n8b22",4,0,0
45,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"e",50,35.2000007629395,"n8b22",4,0,0
38,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"e",50,35.2000007629395,"n8b22",4,0,0
41,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"e",50,35.2000007629395,"n8b22",4,0,0
44,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"e",50,35.2000007629395,"n8b22",4,0,0
42,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"e",50,35.2000007629395,"n8b22",4,0,0
39,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"e",50,35.2000007629395,"n8b22",4,0,0
11,0,0,0,0,0,0,0,1,0,129,8,22,0,0,0,7,1,"e",50,35.2000007629395,"n8b22",5,4,0
3,3,0,0,0,1,0,0,0,0,-36,8,22,0,0,0,7,1,"e",50,35.2000007629395,"n8b22",4,3,2
5,2,0,0,0,0,0,0,0,0,64,8,22,0,0,0,7,1,"e",50,35.2000007629395,"n8b22",5,4,2
7,3,0,0,0,0,0,0,0,0,34,8,22,0,0,0,7,1,"e",50,35.2000007629395,"n8b22",4,3,0
2,2,0,0,0,0,0,0,1,0,-28,8,22,0,0,0,7,1,"e",50,35.2000007629395,"n8b22",4,2,1
9,0,1,0,0,0,0,0,0,0,44,8,22,0,0,0,7,1,"e",50,35.2000007629395,"n8b22",5,4,1
6,3,1,0,0,0,0,0,0,0,-58,8,22,0,0,0,7,1,"e",50,35.2000007629395,"n8b22",4,3,2
1,3,0,0,0,1,0,0,0,0,-14,8,22,0,0,0,7,1,"e",50,35.2000007629395,"n8b22",4,3,2
10,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,7,1,"e",50,35.2000007629395,"n8b22",5,4,0
8,3,1,1,0,0,0,0,0,0,-78,8,22,0,0,0,7,1,"e",50,35.2000007629395,"n8b22",4,3,2
4,3,0,0,0,0,0,0,0,0,34,8,22,0,0,0,7,1,"e",50,35.2000007629395,"n8b22",5,4,3
16,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"e",50,35.2000007629395,"n8b22",4,0,0
14,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"e",50,35.2000007629395,"n8b22",4,0,0
15,1,0,1,0,0,0,0,0,0,74,8,22,0,1,0,7,1,"e",50,35.2000007629395,"n8b22",4,1,0
17,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"e",50,35.2000007629395,"n8b22",4,0,0
18,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"e",50,35.2000007629395,"n8b22",4,0,0
19,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"e",50,35.2000007629395,"n8b22",4,0,0
22,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"e",50,35.2000007629395,"n8b22",4,0,0
13,0,0,0,0,0,0,0,1,0,-70,8,22,0,0,0,7,1,"e",50,35.2000007629395,"n8b22",4,0,0
21,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"e",50,35.2000007629395,"n8b22",4,0,0
20,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"e",50,35.2000007629395,"n8b22",4,0,0
12,0,0,0,0,0,0,0,1,0,129,8,22,0,0,0,7,1,"e",50,35.2000007629395,"n8b22",5,0,0
23,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"e",50,35.2000007629395,"n8b22",4,0,0
16,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
12,0,0,0,0,0,0,0,1,0,129,8,22,0,0,0,7,1,"f",10,37.7000007629395,"n8b22",5,0,0
13,0,0,0,0,0,0,0,1,0,-70,8,22,0,0,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
15,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,1,0
19,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
21,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
18,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
14,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
22,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
20,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
64,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
61,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
65,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
62,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
63,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
60,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
59,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
58,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
67,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
57,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
66,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
48,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
46,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
53,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
55,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
47,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
51,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
50,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
56,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
49,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
54,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
52,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
29,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
33,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
24,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
25,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
26,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
31,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
27,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
32,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
30,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
28,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
34,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
23,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
6,0,0,0,1,0,0,0,0,0,-70,8,22,0,0,0,7,1,"f",10,37.7000007629395,"n8b22",4,3,2
4,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,7,1,"f",10,37.7000007629395,"n8b22",5,4,3
3,2,0,0,0,0,0,0,0,0,42,8,22,0,0,0,7,1,"f",10,37.7000007629395,"n8b22",4,3,2
1,2,0,0,0,0,0,0,0,0,64,8,22,0,0,0,7,1,"f",10,37.7000007629395,"n8b22",4,3,2
9,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,7,1,"f",10,37.7000007629395,"n8b22",5,4,1
2,0,0,0,0,0,0,0,0,0,0,8,22,0,0,0,7,1,"f",10,37.7000007629395,"n8b22",4,2,1
8,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,7,1,"f",10,37.7000007629395,"n8b22",4,3,2
5,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,7,1,"f",10,37.7000007629395,"n8b22",5,4,2
10,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,7,1,"f",10,37.7000007629395,"n8b22",5,4,0
11,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,7,1,"f",10,37.7000007629395,"n8b22",5,4,0
7,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,7,1,"f",10,37.7000007629395,"n8b22",4,3,0
69,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
75,0,0,1,0,0,0,0,0,0,82,8,22,0,0,0,7,1,"f",10,37.7000007629395,"n8b22",2,0,0
74,0,0,1,0,0,0,0,0,0,107,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",3,0,0
70,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
68,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
73,0,0,1,0,0,0,0,0,0,107,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",3,0,0
72,0,0,1,0,0,0,0,0,0,107,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",3,0,0
71,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
43,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
42,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
35,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,3,0
38,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
39,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
41,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
37,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
45,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
44,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
40,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
36,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"f",10,37.7000007629395,"n8b22",4,0,0
43,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
38,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
36,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
35,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,3,0
44,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
37,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
41,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
34,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
45,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
39,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
40,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
46,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
49,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
52,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
55,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
56,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
47,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
50,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
51,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
48,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
53,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
54,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
14,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
13,0,0,1,0,0,0,0,0,0,214,8,22,0,0,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
16,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
19,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
15,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,1,0
17,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
20,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
18,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
21,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
22,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
59,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
57,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
61,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
67,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
63,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
58,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
64,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
60,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
62,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
65,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
66,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
72,0,0,1,0,0,0,0,0,0,107,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",3,0,0
71,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
70,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
73,0,0,1,0,0,0,0,0,0,107,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",3,0,0
68,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
74,0,0,1,0,0,0,0,0,0,107,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",3,0,0
69,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
75,0,0,1,0,0,0,0,0,0,82,8,22,0,0,0,7,1,"g",600,35.7000007629395,"n8b22",2,0,0
24,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
23,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
27,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
33,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
32,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
29,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
30,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
31,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
25,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
26,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
28,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"g",600,35.7000007629395,"n8b22",4,0,0
4,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,7,1,"g",600,35.7000007629395,"n8b22",5,4,3
1,0,1,0,0,0,0,0,0,0,107,8,22,0,0,0,7,1,"g",600,35.7000007629395,"n8b22",4,3,2
11,5,0,0,0,0,0,0,0,0,-54,8,22,0,0,0,7,1,"g",600,35.7000007629395,"n8b22",5,4,0
7,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,7,1,"g",600,35.7000007629395,"n8b22",4,3,0
10,5,0,0,0,0,0,0,0,0,-76,8,22,0,0,0,7,1,"g",600,35.7000007629395,"n8b22",5,4,0
5,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,7,1,"g",600,35.7000007629395,"n8b22",5,4,2
12,5,0,0,0,0,0,0,0,0,-10,8,22,0,0,0,7,1,"g",600,35.7000007629395,"n8b22",5,0,0
9,5,0,0,0,0,0,0,0,0,-76,8,22,0,0,0,7,1,"g",600,35.7000007629395,"n8b22",5,4,1
3,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,7,1,"g",600,35.7000007629395,"n8b22",4,3,2
8,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,7,1,"g",600,35.7000007629395,"n8b22",4,3,2
6,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,7,1,"g",600,35.7000007629395,"n8b22",4,3,2
2,0,0,1,0,0,0,0,0,0,148,8,22,0,0,0,7,1,"g",600,35.7000007629395,"n8b22",4,2,1
8,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,7,1,"h",0,39.2000007629395,"n8b22",4,3,2
6,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,7,1,"h",0,39.2000007629395,"n8b22",4,3,2
4,2,0,1,0,0,0,0,0,0,22,8,22,0,0,0,7,1,"h",0,39.2000007629395,"n8b22",5,4,3
10,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,7,1,"h",0,39.2000007629395,"n8b22",5,4,0
11,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,7,1,"h",0,39.2000007629395,"n8b22",5,4,0
9,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,7,1,"h",0,39.2000007629395,"n8b22",5,4,1
7,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,7,1,"h",0,39.2000007629395,"n8b22",4,3,0
2,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,7,1,"h",0,39.2000007629395,"n8b22",4,2,1
1,2,0,0,0,0,0,0,0,0,42,8,22,0,0,0,7,1,"h",0,39.2000007629395,"n8b22",4,3,2
3,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,7,1,"h",0,39.2000007629395,"n8b22",4,3,2
12,0,0,1,0,0,0,0,0,0,129,8,22,0,0,0,7,1,"h",0,39.2000007629395,"n8b22",5,0,0
16,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
22,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
13,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
18,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
19,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
15,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,1,0
21,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
14,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
20,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
17,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
44,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
37,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
36,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
40,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
38,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
42,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
43,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
35,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,3,0
41,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
39,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
52,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
56,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
54,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
45,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
50,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
48,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
49,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
53,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
46,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
51,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
47,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
55,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
28,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
31,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
27,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
29,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
23,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,7,1,"h",0,39.2000007629395,"n8b22",4,0,0
